,dialogue_id,utterance_id,caption
615,95,13,A woman standing next to a man in a room.
616,83,6,A woman is looking at a picture of a man.
617,28,16,A man standing next to a woman holding a drink.
618,254,12,A man standing in front of a wall with a cell phone.
619,232,6,A man and woman sitting at a table with a drink.
620,278,11,A man and woman are standing in a living room.
621,242,6,A woman is reading a book while standing in a room.
622,144,10,A man and a woman standing next to each other.
623,175,15,A man standing in front of a mirror.
624,254,15,A man is standing in front of a door.
625,47,12,A woman and a man standing in a room.
626,156,15,Two men standing next to each other in a room.
627,221,4,Two people standing next to each other in a room.
628,78,5,A man and woman standing next to each other at a restaurant.
629,163,5,A man and woman are sitting on a couch.
630,207,0,A person in a suit and tie is sleeping.
631,189,3,Two men standing next to each other in a city.
632,268,10,A man in a suit and tie standing in front of a bookcase.
633,184,14,A woman sitting on a couch with a blue chair.
634,178,9,A woman holding a stuffed animal in her hands.
635,39,9,A man in a suit and tie standing in front of a table.
636,78,4,A woman is sitting on a bench with a man.
637,61,2,A woman in a blue dress is holding a microphone.
638,226,1,A group of people sitting on a couch.
639,58,8,A man standing in front of a store shelf.
640,95,10,A woman and a man standing next to each other.
641,270,5,A man and a woman standing next to each other.
642,160,8,Two men standing in a kitchen with a computer.
643,119,1,A woman standing next to a door with a blue dress.
644,199,14,Two women are looking at a cell phone.
645,133,4,A woman in a dress is blowing out the candles on a flower.
646,195,3,A woman in a black dress standing in a room.
647,141,4,A woman standing in front of a door with a red dress.
648,240,11,A man and woman standing in a room.
649,232,2,A woman in a pink shirt and blue jeans is sitting at a table.
650,64,13,A man wearing a tie and a shirt and tie.
651,234,14,A man and a woman sitting on a couch.
652,9,4,A group of people standing around a living room.
653,241,6,A man and woman standing next to each other.
654,45,1,A woman in a dress and a man in a dress are playing a guitar.
655,188,4,A couple of men standing outside of a store.
656,259,7,Two men sitting on a couch with a Wii remote.
657,202,0,A man standing in front of a bathroom mirror.
658,246,13,A man sitting at a table with a woman in a suit.
659,1,5,A man is looking at a woman in a bed.
660,204,2,A woman sitting on a couch with a cat on her lap.
661,234,7,Two men standing outside of a building looking at a phone.
662,40,1,A group of people sitting on a bench in a room.
663,268,7,A man and woman sitting at a desk in a room.
664,208,13,A woman in a blue dress sitting on a bed.
665,1,0,A woman and a baby are in a hospital bed.
666,76,17,A man and a woman standing next to each other.
667,249,1,A man and woman playing a game with a Nintendo Wii controller.
668,92,3,A woman in a blue shirt talking on a cell phone.
669,76,4,A group of people standing around a living room.
670,110,6,A man in a suit and tie standing next to a woman.
671,169,0,A woman standing in front of a table with a box of tissues.
672,32,0,A woman in a dress standing in front of a window.
673,97,1,A woman in a blue shirt talking on a cell phone.
674,259,8,A woman in a tuxedo standing in front of a wall.
675,178,7,A woman in a blue dress standing next to a chair.
676,70,21,A man in a suit and tie standing in front of a wall.
677,226,2,Two women sitting on a couch with a remote.
678,52,3,Two men sitting at a table with one of them looking at the camera.
679,109,6,A woman sitting at a table with a glass of wine.
680,183,1,Two women are standing in a room with a box.
681,266,1,A man in a red shirt and a blue shirt is sitting at a table.
682,210,7,A man and woman standing in front of a television.
683,60,3,A woman sitting on a bench with a man.
684,119,4,A man in a tie and a woman in a dress.
685,238,0,A man and woman standing next to each other in a room.
686,120,14,A man standing in front of a store with a green shirt.
687,113,1,A group of people standing around a room.
688,126,2,A man and woman sitting on a couch holding wine glasses.
689,78,2,A woman standing next to a man in a suit.
690,42,7,A woman is sitting on a couch with a sign.
691,268,5,A man standing in front of a desk with a laptop.
692,65,1,A woman in a black dress sitting on a chair.
693,131,8,A woman and a man are looking at a picture.
694,161,10,A man and a woman standing in a room.
695,180,2,A man and woman standing next to each other.
696,202,1,A woman and a man sitting on a couch.
697,85,5,A man sitting on a floor with a skateboard.
698,253,10,Two men in suits standing next to each other.
699,166,9,Two men standing next to each other in a room.
700,3,0,A man and woman standing next to each other.
701,3,6,A man and a woman standing next to each other.
702,131,6,A woman standing in front of a counter with a sign.
703,145,1,A group of people standing around a room.
704,120,18,A man standing in front of a building with a green background.
705,154,8,A man and woman sitting at a table with a laptop.
706,71,8,A man in a red shirt is holding a game controller.
707,104,2,A man in a white shirt is holding a white paper.
708,187,6,A woman in a dress standing next to a table.
709,258,12,A man sitting on a couch with a phone in his hand.
710,237,10,A woman holding a plate with a plate of food.
711,41,11,Two women standing in front of a store.
712,131,1,A woman in a blue dress sitting in a chair.
713,228,7,A woman sitting at a table with a cake.
714,41,1,A man and a woman standing in front of a building.
715,279,6,A woman in a dress and a woman in a dress holding a doll.
716,199,0,A woman standing in front of a door holding a bat.
717,16,8,Two men in suits are standing together.
718,78,8,A man and woman are standing together in a store.
719,224,5,A person laying in bed with a blanket and a book.
720,68,3,A woman in a blue shirt and a blue tie standing in front of a television.
721,72,12,A man and a woman in a hospital bed.
722,157,6,A man holding a stuffed animal in his hands.
723,88,1,Two women sitting on a couch with a man.
724,47,13,A woman in a pink dress standing in front of a building.
725,206,1,A man sitting on a couch with a magazine.
726,154,10,A man and woman are reading a book together.
727,143,6,A man sitting in a chair with a stuffed animal.
728,131,3,A woman in a dress and a man in a dress.
729,99,0,A man is sitting in a bathtub with a toothbrush in his mouth.
730,240,9,A woman holding a cat in her arms.
731,255,1,A man and woman sitting on a couch eating food.
732,125,14,A man in a gray shirt and black pants talking on a cell phone.
733,30,2,A woman standing in front of a bar with a cell phone.
734,71,13,A man in a red shirt and tie standing in front of a light.
735,108,3,A woman and a man standing next to each other.
736,25,6,A man in a black shirt and tie standing in front of a counter.
737,71,3,A man standing in front of a wall with a computer.
738,185,7,A man is looking at his phone while sitting in a chair.
739,29,2,A man and woman standing next to each other.
740,272,0,A blue car parked next to a fence.
741,88,11,A man and a woman sitting next to each other.
742,88,4,A man in a costume is playing a video game.
743,57,5,A woman is reading a newspaper while sitting on a chair.
744,17,14,A man in a suit and tie standing next to a woman.
745,160,1,A woman sitting on a chair in a room.
746,237,3,A woman and a man playing a video game.
747,79,1,A woman standing in front of a wall with a picture of a woman.
748,22,1,A woman sitting in a chair with a laptop.
749,132,6,A group of people standing around a room.
750,25,5,A woman is standing in front of a shelf holding a frisbee.
751,274,2,A man and a woman standing in a living room.
752,137,2,A woman standing in a kitchen with a man standing next to her.
753,254,4,A man and a woman standing next to each other.
754,64,4,Two men standing in a store looking at their phones.
755,222,8,A woman in a dress standing next to a woman in a dress.
756,273,1,A group of people standing around a table.
757,160,9,A man standing in front of a counter with a woman standing in the background.
758,208,8,A man is sitting in a room with a blue wall.
759,259,5,A young man is sitting on a couch.
760,124,10,A group of people standing in a room.
761,40,0,A man and a woman sitting on a bench.
762,53,10,Two women standing next to each other in a room.
763,216,2,A man and woman standing next to each other.
764,203,10,A woman in a blue dress and a woman in a pink dress.
765,270,4,A man and woman standing in a room.
766,143,7,A woman in a blue shirt and a man in a purple shirt.
767,133,9,A woman is holding a man's hair while he looks at her.
768,276,0,A group of people sitting around a table.
769,198,8,A man in a white shirt and black pants holding a cell phone.
770,234,6,Two men standing next to each other holding a cup.
771,153,5,A man and a woman sitting on a couch.
772,41,4,A woman in a dress and a man in a dress.
773,183,0,A man and woman are standing in a room.
774,58,10,A man standing in front of a store shelf.
775,44,2,A man in a suit and tie standing next to a sign.
776,155,3,A woman in a black dress drinking from a glass.
777,71,0,A group of people standing around a table.
778,133,8,A woman and a man standing next to each other.
779,9,13,Two women sitting on a chair in a room.
780,232,7,A woman sitting in front of a man in a chair.
781,133,1,Two women are holding a stuffed animal.
782,123,4,A woman in a pink shirt and blue pants standing next to a man in a pink shirt.
783,257,0,Two women are looking at their cell phones.
784,270,11,A woman sitting on a floor with a remote in her hand.
785,203,1,A woman sitting on a bench reading a book.
786,37,7,A woman in a green shirt and green pants standing in a kitchen.
787,39,2,A man in a suit and tie standing in front of a door.
788,214,4,Two men standing in a room with a couch and a chair.
789,58,7,A man in a store looking at his phone.
790,279,3,Two women sitting on a couch playing a video game.
791,47,10,Two men are playing a game with a Nintendo Wii controller.
792,163,6,A man and woman are sitting on a couch.
793,233,2,A woman in a blue shirt and a man in a green shirt.
794,196,15,A group of people sitting around a table.
795,160,13,A man in a red shirt and black pants standing in front of a door.
796,145,5,A man in a suit and tie standing next to a man in a tie.
797,128,5,A woman standing in a kitchen with a shelf full of books.
798,222,3,A woman standing in front of a wall holding a vase.
799,109,1,A man and woman sitting at a table with plates of food.
800,254,9,A man in a suit and tie holding a Nintendo Wii game controller.
801,16,1,A man in a white shirt and tie standing next to a woman in a white shirt and tie
802,250,2,Two women sitting on a couch with a cup of coffee.
803,113,5,A man and a woman standing in a kitchen.
804,278,15,A woman is holding a box and a laptop.
805,235,0,A woman sitting at a table with a laptop.
806,190,3,A man and woman standing next to each other.
807,136,0,A woman and a man are cutting a cake together.
808,123,1,Two women standing in a room with a table and chairs.
809,161,2,A man sitting on a couch with a remote in his hand.
810,111,8,A man and woman standing next to each other.
811,17,24,A man and woman are posing for a picture.
812,147,9,A man and a woman standing next to each other.
813,67,0,A woman standing in front of a brick wall.
814,171,6,A group of people standing around a room.
815,240,12,A man and woman are standing together in a room.
816,144,7,A man and woman standing next to each other.
817,133,15,A man and woman standing next to each other.
818,50,2,A man in a black shirt is playing a video game.
819,191,9,A woman sitting on a couch with a book.
820,33,2,A woman sitting on a bench with a book.
821,156,1,A man in a suit standing in front of a desk.
822,35,1,A group of people standing around a table.
823,52,11,A man sitting on a couch with a laptop.
824,202,7,A man standing in a kitchen next to a refrigerator.
825,58,6,A man in a store looking at his phone.
826,128,1,A woman is laying on a couch with a stuffed animal.
827,279,13,A woman in a blue dress holding a blue object.
828,64,3,Two men standing in front of a brick wall.
829,112,21,A woman and a man standing next to each other.
830,9,12,A group of people standing around a living room.
831,127,2,Two women standing next to each other in front of a door.
832,92,4,A woman in a black shirt and tie talking on a cell phone.
833,50,0,A man in a tie is looking at his phone.
834,98,2,A woman sitting on a couch with a cake.
835,33,1,Two women sitting on a couch with a book.
836,174,14,A group of people standing around in a room.
837,97,0,A woman in a blue shirt talking on a cell phone.
838,133,11,A woman is sitting on a bed with a child.
839,2,2,A man in a suit and tie standing on a couch.
840,246,5,A group of people sitting at a table with a laptop.
841,254,5,Two men standing next to each other in a hallway.
842,123,2,A woman standing next to a man in a kitchen.
843,213,5,Two women sitting on a couch with one woman holding a cell phone.
844,64,11,A man in a black shirt and a black shirt is standing near a group of people.
845,37,0,A woman in a green shirt and green pants is standing in front of a computer.
846,97,6,A woman is talking on a phone while standing in a kitchen.
847,185,4,A man reading a book while sitting on a couch.
848,9,2,A man in a black jacket standing in a room.
849,38,2,A man in a red shirt and a black tie.
850,254,14,A man and a woman are standing next to each other.
851,73,6,A man and a woman standing next to each other.
852,42,6,A woman in a black dress is sitting on a couch.
853,70,13,A man standing next to a man in a room.
854,157,7,"A room with a bed, a desk, and a child's crib."
855,144,3,A woman standing next to a man in a room.
856,49,13,A man and a woman standing next to each other.
857,94,0,Two men standing in a room with a man in a tie.
858,60,6,A man and woman sitting on a bench in a room.
859,39,4,A man in a suit and tie standing in front of a door.
860,118,3,A woman sitting at a table with a man.
861,180,3,A man and woman are standing together in front of a wall.
862,21,1,A man and woman standing next to each other.
863,205,3,A group of people sitting around a living room.
864,234,4,A man standing next to a woman in front of a window.
865,262,14,A woman in a dress and a man in a suit.
866,270,10,A man standing in front of a shelf holding a vase.
867,157,4,A woman is playing a video game on her laptop.
868,237,6,A man in a tie is reading a book.
869,34,17,A woman sitting on a couch with a man in a chair.
870,93,14,Two men standing next to each other in a room.
871,174,6,A man in a blue shirt talking on a cell phone.
872,68,0,"A living room with a couch, table, and a bookcase."
873,140,2,A man standing in front of a kitchen counter.
874,156,11,Two men standing next to each other in a room.
875,28,1,A woman in a wheelchair with a man in a wheelchair.
876,29,9,Two men standing next to each other in a room.
877,12,5,A man sitting at a table with a laptop.
878,97,11,A group of people standing around a man holding a teddy bear.
879,267,3,A man standing next to a group of people.
880,278,8,A man standing in front of a mirror in a room.
881,211,7,A woman standing next to a man in a room.
882,109,7,A man in a suit and tie talking on a cell phone.
883,71,1,A man standing in front of a wall holding a Nintendo Wii controller.
884,68,13,A woman sitting on a couch with a phone.
885,263,3,A man sitting at a table with a table full of food.
886,258,7,A couple of men sitting on a couch.
887,100,12,A woman sitting in a room with a table and chairs.
888,33,4,Two women sitting on a couch with a book.
889,234,8,A woman sitting on a couch with a dog.
890,242,2,A woman standing next to a statue of a bear.
891,263,8,Two men sitting on a couch with their hands on their lap tops.
892,254,0,A man in a suit walking down a hallway.
893,217,9,A woman and a man are sitting on a bed.
894,273,0,A group of people standing around a table.
895,169,11,A man and woman standing next to each other.
896,267,5,A man standing next to a group of people.
897,203,6,A woman sitting on a bench in front of a window.
898,202,6,A man standing in a kitchen with a bottle of wine.
899,247,1,A woman is standing in a room with a blue couch.
900,11,2,A man in a suit and tie standing next to a door.
901,279,5,A woman standing next to a man holding a bat.
902,14,8,A man and a woman standing next to each other.
903,27,0,Two men are playing a video game together.
904,125,18,A woman standing next to a man in a room.
905,113,16,A man standing in front of a shelf holding a Wii controller.
906,100,7,A stuffed animal sitting on top of a bed.
907,15,3,A woman and a man standing next to each other.
908,242,1,A woman standing next to a man in a room.
909,174,18,A group of people standing around a table.
910,57,0,A woman sitting at a table with a laptop.
911,242,5,A man in a suit and tie standing in front of a counter.
912,49,3,A man and a woman standing in a kitchen.
913,63,1,A man is looking at a mirror in a room.
914,251,1,A woman sitting on a couch with a phone.
915,116,9,A man and a woman in a hospital bed.
916,154,0,A man sitting on a bench with a laptop.
917,268,8,A group of people sitting at a table with laptops.
918,254,13,A picture of a woman in a black and white photo.
919,262,5,A woman standing next to a man in a room.
920,83,3,A man and woman standing in a kitchen with a glass of wine.
921,164,0,A man sitting on a couch with a laptop.
922,103,5,A man sitting in front of a table with a horse.
923,25,4,A woman in a pink dress standing in front of a window.
924,194,1,A group of people sitting on a bench with a book.
925,244,6,A man in a tie is talking on a cell phone.
926,45,7,A woman in a blue dress standing in front of a shelf.
927,114,4,A woman in a purple shirt and a man in a white shirt.
928,86,7,A man and a woman sitting at a table.
929,174,7,A woman in a blue shirt and black pants talking on a cell phone.
930,46,2,A man is playing guitar and singing.
931,144,8,A man and woman standing next to each other.
932,258,9,A woman sitting on a couch with a phone.
933,2,8,A person standing in a room with a large bed.
934,41,10,A man in a black suit and a woman in a black dress.
935,71,11,A man in a suit and tie standing in a room.
936,76,12,A woman standing next to a man in a kitchen.
937,14,10,A man in a black shirt and a woman in a white shirt.
938,164,2,Two men sitting on a couch with a remote.
939,231,3,A man sitting on a couch with a remote.
940,25,2,Two women are playing a video game together.
941,210,5,A woman standing next to a man in a living room.
942,88,7,A man is watching a television show on a tv.
943,124,6,A woman standing next to a man holding a cell phone.
944,269,2,A group of women sitting on a chair in a room.
945,227,2,A man sitting at a table with a cup of coffee.
946,121,4,A man and woman are reading a book together.
947,125,20,A man standing in a kitchen with a bunch of plastic bags.
948,167,0,A woman in a blue shirt and a man in a green shirt.
949,278,13,A woman sitting on a couch with a man sitting on a chair.
950,71,12,A person in a room with a computer monitor.
951,56,5,A man and woman are posing for a picture.
952,25,8,A man and a woman standing next to each other.
953,129,7,A group of people standing around a room.
954,154,6,A man and woman are reading a book together.
955,53,9,A woman and a man standing next to each other.
956,231,11,Two men standing next to each other in front of a window.
957,209,0,A man standing in front of a large display of electronics.
958,154,16,A man and woman are sitting on a couch.
959,34,13,A woman sitting on a couch with a girl in a chair.
960,46,7,A woman in a blue dress playing a guitar.
961,238,4,A room with a blue wall and a blue door.
962,197,4,A man is holding a remote control while another man looks on.
963,132,16,A woman standing in a room holding a glass.
964,163,9,A man and woman are sitting on a couch.
965,262,8,A man and woman standing at a counter.
966,5,3,A man and woman playing a video game together.
967,238,2,A woman standing in front of a mirror in a room.
968,223,4,"A living room with a television, a table, and a painting."
969,17,9,Two men sitting on a couch with a television in the background.
970,153,3,A man and a boy sitting on a couch.
971,138,1,A man sitting at a table with a plate of food.
972,193,1,A man standing in front of a table with a microphone.
973,261,7,A man sitting on a chair with a laptop.
974,107,7,A man and a woman are looking at something.
975,68,14,A woman sitting on a couch with a book.
976,196,9,A group of people sitting around a table.
977,273,2,A group of people standing around a room.
978,233,4,A woman standing next to a man in a room.
979,230,8,A woman sitting in a chair with a cell phone.
980,217,11,A person laying on a bed with a blanket.
981,270,6,A man in a suit and tie standing in front of a window.
982,70,22,Two men standing next to each other in front of a window.
983,80,5,A woman standing next to a woman in a dress.
984,124,3,A man and a woman standing next to each other.
985,181,1,A woman standing next to a woman in a room.
986,168,4,Two men standing in a room with a mirror.
987,169,10,A woman standing in front of a table with a white background.
988,222,12,Two women standing in a kitchen with a woman holding a hair dryer.
989,140,9,A man standing in front of a window with a black and white photo of him.
990,259,15,Two men sitting on a couch with a laptop.
991,78,1,A man and a woman standing next to each other.
992,70,16,A man standing next to a man in a room.
993,64,8,A man sitting on a couch with a remote in his hand.
994,12,11,A woman sitting at a table with a man and a child.
995,135,2,A man in a suit and tie standing next to a woman in a dress.
996,144,13,A bride and groom are dressed up for the wedding.
997,126,4,A man and woman are standing together in a room.
998,171,5,A man and woman are standing together in a room.
999,39,5,A woman in a suit and tie sitting on a couch.
1000,187,3,Two women sitting at a table with a cell phone.
1001,263,5,A man in a suit and tie standing in front of a table.
1002,204,8,A woman and a man are reading a book.
1003,278,14,A woman in a blue shirt and blue pants standing in front of a wall.
1004,265,1,A man and a woman standing next to each other.
1005,169,12,A man and a woman standing next to each other.
1006,53,3,A woman in a dress standing in front of a table.
1007,266,13,A woman in a red shirt talking on a cell phone.
1008,188,1,A group of people standing outside of a building.
1009,96,6,Two women standing in a kitchen with a bowl of soup.
1010,95,5,A woman and a man are standing in front of a mirror.
1011,277,0,A group of women sitting on a table in a store.
1012,208,0,A woman standing next to a man in a room.
1013,74,1,A woman sitting on a couch with a man sitting on a couch.
1014,43,5,A man and a woman standing next to each other.
1015,200,3,A woman sitting on a chair in a kitchen.
1016,154,1,A man is sitting on a bench with a cake.
1017,64,5,Two men standing in a store looking at their phones.
1018,103,4,Two men standing in a kitchen with a refrigerator.
1019,244,4,A woman standing in front of a living room with a television.
1020,267,9,A man standing next to a woman in a room.
1021,137,14,Two men standing in front of a mirror looking at something.
1022,9,9,A man standing in a living room holding a remote.
1023,262,9,A woman in a dress standing next to a man in a kitchen.
1024,203,3,A woman sitting on a bench next to a woman in a dress.
1025,130,14,A man and woman are sitting at a table with a cake.
1026,156,8,Two men standing next to each other in a room.
1027,58,0,A man standing in front of a door with a door open.
1028,64,14,A man talking on a cell phone while standing in a crowd.
1029,268,9,A man in a suit and tie is sitting in a chair.
1030,96,5,A man standing in front of a door holding a remote.
1031,268,13,A man and woman sitting at a table with a laptop.
1032,98,7,A woman in a black dress is talking on a phone.
1033,51,1,A woman sitting in a kitchen next to a man.
1034,160,11,Two men standing in a kitchen with a refrigerator.
1035,125,11,A woman standing in a kitchen talking on a cell phone.
1036,72,2,A woman in a hospital room with a blue hospital gown.
1037,218,2,A picture of a group of people in a picture.
1038,45,6,A woman in a blue dress is playing a video game.
1039,33,0,A living room filled with furniture and a lot of people.
1040,122,1,A man and a woman standing next to each other.
1041,231,7,A man is sitting in a chair in a living room.
1042,271,4,A man is playing a video game while wearing a tie.
1043,12,14,A group of people sitting around a table with food.
1044,16,2,A man and woman are standing together in a kitchen.
1045,203,0,A woman in a bikini holding a blue towel.
1046,142,1,A man in a kitchen with a knife and scissors.
1047,14,0,A man and woman standing next to each other.
1048,194,2,A man and woman sitting on a couch with a remote.
1049,137,4,A man and woman standing next to each other.
1050,49,6,A man sitting in a room with a door open.
1051,22,0,A woman sitting in a chair with a laptop.
1052,29,8,Two men standing next to each other in a room.
1053,86,3,A woman in a dress standing next to a cake.
1054,240,16,A woman standing next to a man in a room.
1055,102,4,Two women are standing in front of a bus.
1056,241,13,Two women are standing in front of a wall.
1057,156,3,A man in a suit and tie is sitting at a table with a cake.
1058,221,0,A woman sitting on a couch with a book.
1059,197,2,A man and woman standing in a living room.
1060,200,2,A group of men standing around a kitchen counter.
1061,37,4,A man standing in a kitchen next to a refrigerator.
1062,130,5,A man and woman sitting at a table with a laptop.
1063,125,0,A woman is playing a video game while a man watches.
1064,260,4,A woman standing next to a man in a store.
1065,163,2,A man and woman sitting on a couch.
1066,244,11,A woman sitting on a couch with a man reading a book.
1067,80,9,A man standing in front of a shelf holding a Wii controller.
1068,254,17,A man in a suit and tie standing next to a woman.
1069,255,5,A woman sitting on a couch with a laptop.
1070,73,2,A man and a woman standing next to each other.
1071,214,6,Two men standing in a room with a couch and a chair.
1072,112,7,Two women standing next to each other in front of a wall.
1073,113,13,A man standing in front of a television holding a soccer ball.
1074,209,1,A man in a suit and tie standing in front of a wall.
1075,111,4,A woman in a dress standing in front of a door.
1076,262,3,A man and woman are holding a baby.
1077,29,3,A man and a woman standing next to each other.
1078,181,0,A group of people sitting at a table with laptops.
1079,255,3,A man and woman sitting on a couch talking on a cell phone.
1080,161,5,Two men standing next to each other in a room.
1081,248,0,A man and woman standing in a kitchen.
1082,53,4,A woman and a man standing in a kitchen.
1083,199,6,A woman in a white dress brushing her teeth.
1084,119,0,A woman and a man are standing next to each other.
1085,156,0,A man and woman are sitting in a room.
1086,109,0,A group of people sitting at a table with plates of food.
1087,0,2,A black cat is sitting on a table.
1088,29,6,A man and woman standing next to each other.
1089,70,1,A woman sitting on a couch with a man.
1090,151,1,"A bathroom with a mirror, a sink, and a toilet."
1091,88,12,A man and a woman sitting next to each other.
1092,113,14,Two women are playing a video game together.
1093,103,3,A man sitting on a chair in a room with a computer.
1094,144,0,A man and woman sitting at a table with plates of food.
1095,224,2,A person laying in bed with a pillow and a computer.
1096,107,2,A man and a woman are sitting on a bed.
1097,12,16,A man sitting at a table with a plate of food.
1098,12,7,A woman sitting at a table with a plate of food.
1099,263,4,Two men sitting on a couch with a cup of coffee.
1100,195,7,A man standing in front of a mirror with a woman standing behind him.
1101,224,1,A person laying in bed with a pillow.
1102,186,1,Two men sitting on a couch with a bag.
1103,130,7,A man and woman sitting at a table with a box of ice cream.
1104,17,6,A couple of people sitting on a couch.
1105,241,9,A woman standing next to a man in a room.
1106,35,4,A group of people sitting in a room.
1107,173,4,A woman and a man are standing next to each other.
1108,95,7,A man and woman standing next to each other.
1109,126,12,A young girl and a young boy sitting on a bed.
1110,166,11,Two men standing next to each other in a room.
1111,124,5,A woman and a man standing next to each other.
1112,68,5,A woman in a blue dress standing next to a wall.
1113,201,9,A man in a suit is looking at a computer screen.
1114,33,7,A woman sitting on a bench with a book.
1115,44,0,A man in a suit and tie standing next to a blue wall.
1116,203,7,A woman sitting on a bench in front of a window.
1117,175,20,A man standing in a room with a laptop.
1118,198,7,A man in a white shirt and black pants standing in front of a wall.
1119,237,8,A man in a suit and tie standing next to a woman.
1120,258,10,A man and a woman are sitting on a couch.
1121,147,8,A woman standing in front of a mirror looking at herself in the mirror.
1122,113,7,A man holding a Nintendo Wii game controller.
1123,74,0,A woman in a black dress is sitting on a couch.
1124,207,1,A man and woman are looking at a cell phone.
1125,173,15,A man is holding a stuffed animal and smiling.
1126,185,6,A man holding a book while sitting on a couch.
1127,260,6,A man and a woman are playing a video game.
1128,166,13,Two men standing next to each other in a room.
1129,173,2,A woman and a man are standing next to each other.
1130,224,4,A person laying in bed with a book on their head.
1131,174,10,A man standing in front of a wall holding a Nintendo Wii controller.
1132,252,13,A man sitting in a chair with a book.
1133,225,0,A woman sitting on a couch with a bowl of soup.
1134,29,7,A group of people standing around a table holding a bunch of stuffed animals.
1135,34,8,Two women sitting on a couch with one woman holding a cell phone.
1136,262,11,A man standing in front of a display of electronics.
1137,21,6,A woman and a man are standing together.
1138,128,9,A man and a woman standing next to each other.
1139,65,9,A man standing in front of a red door.
1140,138,0,A woman is sitting at a table with a laptop.
1141,215,4,A woman and a man are standing in front of a building.
1142,65,7,A man sitting in a kitchen next to a shelf.
1143,118,6,A couple of people sitting on a blue couch.
1144,245,1,A woman sitting on a couch in a room.
1145,201,10,A woman is standing in a kitchen with a blue refrigerator.
1146,104,1,A woman sitting in a hospital bed with a tube of medicine.
1147,233,7,Two women in a room with a woman in the background.
1148,77,1,A man and a woman standing next to a fence.
1149,173,12,A woman standing next to a man in front of a house.
1150,267,6,A group of people standing around a room.
1151,228,1,A woman sitting on a chair with a man in a green shirt.
1152,246,2,A man and woman sitting at a table with a plate of food.
1153,258,0,A couple of people sitting on a bench with a book.
1154,233,1,A woman in a blue dress standing next to a man in a pink dress.
1155,121,5,A man and woman are smiling and holding a cell phone.
1156,16,9,A man standing in front of a counter with a white appliance.
1157,175,3,A man and woman standing next to each other.
1158,100,2,A table topped with a bunch of stuffed animals.
1159,244,5,A painting of a woman sitting on a couch.
1160,135,0,A woman is sitting in a room with a mirror.
1161,4,6,A man and woman standing next to each other.
1162,82,0,A man standing next to a door with a painting on it.
1163,211,6,A man and woman standing next to each other in a kitchen.
1164,132,1,A man and woman standing in a living room.
1165,232,1,A group of people sitting around a table.
1166,100,19,A woman is holding a stuffed animal in her hand.
1167,147,0,A group of people standing around a table with a cake.
1168,17,4,A woman sitting on a couch holding a cell phone.
1169,72,0,A woman in a hospital room with a blue hospital gown.
1170,223,2,A man in a suit standing in front of a door.
1171,252,15,Two men sitting at a table with a plate of food.
1172,173,1,A woman and a man are looking at a cat.
1173,264,0,A man standing in front of a refrigerator with a picture of a woman in the background.
1174,29,1,Two men standing next to each other in front of a wall.
1175,188,6,Two men standing next to each other in front of a brick wall.
1176,278,6,A man standing in front of a refrigerator.
1177,168,3,A man and a woman standing in a room.
1178,100,5,A stuffed animal sitting on top of a bed.
1179,2,5,A man in a bathrobe is holding a toothbrush.
1180,100,8,A room with a bunch of stuffed animals and a chair.
1181,139,3,A woman sitting on a bench in a restaurant.
1182,130,17,A man sitting at a table with a laptop.
1183,174,5,A woman in a black coat talking on a phone.
1184,223,0,A man standing in a room with a chair and a table.
1185,123,10,A woman in a store looking at her cell phone.
1186,263,6,Two men sitting on a couch with a remote.
1187,253,4,Two men in suits standing in a room.
1188,12,10,A woman sitting at a table with a plate of food.
1189,145,0,A man standing next to a woman in a hallway.
1190,116,6,A man standing in a doorway looking at his phone.
1191,124,0,A man and woman standing next to each other.
1192,96,3,A man and woman are looking at a refrigerator.
1193,134,2,A man standing in front of a wall with a video game controller.
1194,252,7,A man sitting on a couch with a piece of paper on his head.
1195,60,5,A woman and a man are sitting on a chair.
1196,93,2,A group of people standing in a living room.
1197,137,11,Two men standing in front of a wall with a picture of a man.
1198,100,14,A woman in a blue dress is sitting in a room.
1199,46,1,A man sitting on a chair playing a guitar.
1200,255,7,A woman standing in front of a door holding a cell phone.
1201,240,13,A man and woman are standing in a room.
1202,112,6,Two women standing next to each other in front of a wall.
1203,32,4,A woman standing in a kitchen with a refrigerator.
1204,76,6,A group of people standing around a table.
1205,76,10,A woman and a man standing in a room.
1206,71,2,A man standing in front of a wall with a cartoon character.
1207,192,4,A man and a woman standing in a kitchen.
1208,189,7,A man in a suit and tie holding a camera.
1209,182,5,A woman in a costume is holding a box.
1210,233,3,A woman and a man standing next to each other.
1211,110,3,A group of people standing around a table with plates of food.
1212,262,7,A woman standing next to a man in a room.
1213,166,6,Two men standing next to each other in a room.
1214,84,2,A woman holding a laptop while sitting on a couch.
1215,55,1,A woman holding a cell phone in her hand.
1216,89,2,Two men are playing a video game on a television.
1217,111,1,A man and woman standing next to each other.
1218,139,0,A woman in a black dress and a woman in a white dress are talking on a cell phone
1219,241,10,A woman is standing in front of a wall with a picture of a man.
1220,71,10,A man in a white shirt and tie standing in front of a mirror.
1221,239,3,A woman standing in front of a door with a cell phone.
1222,101,0,A woman standing in front of a door with a camera.
1223,222,1,A woman standing in a kitchen with a bowl of food.
1224,202,3,A woman sitting on a couch with a cell phone.
